,attack_raw,attack_display,position_vector,magnitude,unit_vector,projection,dot_product,angle_with_Q,Orthogonality
541,110,253,[110 253],275.87859648765794,[0.39872611 0.91707006],[181.5 181.5],363,21.501434324047924,False
542,130,299,[130 299],326.03834130359576,[0.39872611 0.91707006],[214.5 214.5],429,21.501434324047903,False
543,150,345,[150 345],376.19808611953357,[0.39872611 0.91707006],[247.5 247.5],495,21.501434324047924,False
544,160,368,[160 368],401.2779585275025,[0.39872611 0.91707006],[264. 264.],528,21.50143432404794,False
545,170,391,[170 391],426.3578309354714,[0.39872611 0.91707006],[280.5 280.5],561,21.501434324047903,False
546,130,299,[130 299],326.03834130359576,[0.39872611 0.91707006],[214.5 214.5],429,21.501434324047903,False
547,140,322,[140 322],351.1182137115647,[0.39872611 0.91707006],[231. 231.],462,21.501434324047924,False
548,170,391,[170 391],426.3578309354714,[0.39872611 0.91707006],[280.5 280.5],561,21.501434324047903,False
549,180,414,[180 414],451.43770334344026,[0.39872611 0.91707006],[297. 297.],594,21.501434324047924,False
550,190,437,[190 437],476.5175757514092,[0.39872611 0.91707006],[313.5 313.5],627,21.501434324047924,False
551,90,207,[ 90 207],225.71885167172013,[0.39872611 0.91707006],[148.5 148.5],297,21.501434324047924,False
552,110,253,[110 253],275.87859648765794,[0.39872611 0.91707006],[181.5 181.5],363,21.501434324047924,False
553,110,253,[110 253],275.87859648765794,[0.39872611 0.91707006],[181.5 181.5],363,21.501434324047924,False
554,140,322,[140 322],351.1182137115647,[0.39872611 0.91707006],[231. 231.],462,21.501434324047924,False
555,150,345,[150 345],376.19808611953357,[0.39872611 0.91707006],[247.5 247.5],495,21.501434324047924,False
556,160,368,[160 368],401.2779585275025,[0.39872611 0.91707006],[264. 264.],528,21.50143432404794,False
557,170,391,[170 391],426.3578309354714,[0.39872611 0.91707006],[280.5 280.5],561,21.501434324047903,False
558,190,437,[190 437],476.5175757514092,[0.39872611 0.91707006],[313.5 313.5],627,21.501434324047924,False
559,190,437,[190 437],476.5175757514092,[0.39872611 0.91707006],[313.5 313.5],627,21.501434324047924,False
560,200,460,[200 460],501.5974481593781,[0.39872611 0.91707006],[330. 330.],660,21.501434324047903,False
561,120,276,[120 276],300.9584688956269,[0.39872611 0.91707006],[198. 198.],396,21.501434324047924,False
562,130,299,[130 299],326.03834130359576,[0.39872611 0.91707006],[214.5 214.5],429,21.501434324047903,False
563,140,322,[140 322],351.1182137115647,[0.39872611 0.91707006],[231. 231.],462,21.501434324047924,False
564,150,345,[150 345],376.19808611953357,[0.39872611 0.91707006],[247.5 247.5],495,21.501434324047924,False
565,160,368,[160 368],401.2779585275025,[0.39872611 0.91707006],[264. 264.],528,21.50143432404794,False
566,110,253,[110 253],275.87859648765794,[0.39872611 0.91707006],[181.5 181.5],363,21.501434324047924,False
567,120,276,[120 276],300.9584688956269,[0.39872611 0.91707006],[198. 198.],396,21.501434324047924,False
568,150,345,[150 345],376.19808611953357,[0.39872611 0.91707006],[247.5 247.5],495,21.501434324047924,False
569,170,391,[170 391],426.3578309354714,[0.39872611 0.91707006],[280.5 280.5],561,21.501434324047903,False
570,190,437,[190 437],476.5175757514092,[0.39872611 0.91707006],[313.5 313.5],627,21.501434324047924,False
571,200,460,[200 460],501.5974481593781,[0.39872611 0.91707006],[330. 330.],660,21.501434324047903,False
572,130,299,[130 299],326.03834130359576,[0.39872611 0.91707006],[214.5 214.5],429,21.501434324047903,False
573,140,322,[140 322],351.1182137115647,[0.39872611 0.91707006],[231. 231.],462,21.501434324047924,False
574,150,345,[150 345],376.19808611953357,[0.39872611 0.91707006],[247.5 247.5],495,21.501434324047924,False
575,170,391,[170 391],426.3578309354714,[0.39872611 0.91707006],[280.5 280.5],561,21.501434324047903,False
576,110,253,[110 253],275.87859648765794,[0.39872611 0.91707006],[181.5 181.5],363,21.501434324047924,False
577,120,276,[120 276],300.9584688956269,[0.39872611 0.91707006],[198. 198.],396,21.501434324047924,False
578,140,322,[140 322],351.1182137115647,[0.39872611 0.91707006],[231. 231.],462,21.501434324047924,False
579,150,345,[150 345],376.19808611953357,[0.39872611 0.91707006],[247.5 247.5],495,21.501434324047924,False
580,170,391,[170 391],426.3578309354714,[0.39872611 0.91707006],[280.5 280.5],561,21.501434324047903,False
581,190,437,[190 437],476.5175757514092,[0.39872611 0.91707006],[313.5 313.5],627,21.501434324047924,False
582,100,230,[100 230],250.79872407968904,[0.39872611 0.91707006],[165. 165.],330,21.501434324047903,False
583,110,253,[110 253],275.87859648765794,[0.39872611 0.91707006],[181.5 181.5],363,21.501434324047924,False
584,160,368,[160 368],401.2779585275025,[0.39872611 0.91707006],[264. 264.],528,21.50143432404794,False
585,180,414,[180 414],451.43770334344026,[0.39872611 0.91707006],[297. 297.],594,21.501434324047924,False
586,200,460,[200 460],501.5974481593781,[0.39872611 0.91707006],[330. 330.],660,21.501434324047903,False
587,110,253,[110 253],275.87859648765794,[0.39872611 0.91707006],[181.5 181.5],363,21.501434324047924,False
588,160,368,[160 368],401.2779585275025,[0.39872611 0.91707006],[264. 264.],528,21.50143432404794,False
589,160,368,[160 368],401.2779585275025,[0.39872611 0.91707006],[264. 264.],528,21.50143432404794,False
590,100,230,[100 230],250.79872407968904,[0.39872611 0.91707006],[165. 165.],330,21.501434324047903,False
591,110,253,[110 253],275.87859648765794,[0.39872611 0.91707006],[181.5 181.5],363,21.501434324047924,False
592,170,391,[170 391],426.3578309354714,[0.39872611 0.91707006],[280.5 280.5],561,21.501434324047903,False
593,180,414,[180 414],451.43770334344026,[0.39872611 0.91707006],[297. 297.],594,21.501434324047924,False
594,170,391,[170 391],426.3578309354714,[0.39872611 0.91707006],[280.5 280.5],561,21.501434324047903,False
595,180,414,[180 414],451.43770334344026,[0.39872611 0.91707006],[297. 297.],594,21.501434324047924,False
596,200,460,[200 460],501.5974481593781,[0.39872611 0.91707006],[330. 330.],660,21.501434324047903,False
597,80,184,[ 80 184],200.63897926375125,[0.39872611 0.91707006],[132. 132.],264,21.50143432404794,False
598,90,207,[ 90 207],225.71885167172013,[0.39872611 0.91707006],[148.5 148.5],297,21.501434324047924,False
599,100,230,[100 230],250.79872407968904,[0.39872611 0.91707006],[165. 165.],330,21.501434324047903,False
600,110,253,[110 253],275.87859648765794,[0.39872611 0.91707006],[181.5 181.5],363,21.501434324047924,False
601,130,299,[130 299],326.03834130359576,[0.39872611 0.91707006],[214.5 214.5],429,21.501434324047903,False
602,140,322,[140 322],351.1182137115647,[0.39872611 0.91707006],[231. 231.],462,21.501434324047924,False
603,160,368,[160 368],401.2779585275025,[0.39872611 0.91707006],[264. 264.],528,21.50143432404794,False
604,180,414,[180 414],451.43770334344026,[0.39872611 0.91707006],[297. 297.],594,21.501434324047924,False
605,200,460,[200 460],501.5974481593781,[0.39872611 0.91707006],[330. 330.],660,21.501434324047903,False
606,210,483,[210 483],526.677320567347,[0.39872611 0.91707006],[346.5 346.5],693,21.501434324047903,False
607,100,230,[100 230],250.79872407968904,[0.39872611 0.91707006],[165. 165.],330,21.501434324047903,False
608,110,253,[110 253],275.87859648765794,[0.39872611 0.91707006],[181.5 181.5],363,21.501434324047924,False
609,130,299,[130 299],326.03834130359576,[0.39872611 0.91707006],[214.5 214.5],429,21.501434324047903,False
610,150,345,[150 345],376.19808611953357,[0.39872611 0.91707006],[247.5 247.5],495,21.501434324047924,False
611,170,391,[170 391],426.3578309354714,[0.39872611 0.91707006],[280.5 280.5],561,21.501434324047903,False
612,180,414,[180 414],451.43770334344026,[0.39872611 0.91707006],[297. 297.],594,21.501434324047924,False
613,120,276,[120 276],300.9584688956269,[0.39872611 0.91707006],[198. 198.],396,21.501434324047924,False
614,140,322,[140 322],351.1182137115647,[0.39872611 0.91707006],[231. 231.],462,21.501434324047924,False
615,150,345,[150 345],376.19808611953357,[0.39872611 0.91707006],[247.5 247.5],495,21.501434324047924,False
616,180,414,[180 414],451.43770334344026,[0.39872611 0.91707006],[297. 297.],594,21.501434324047924,False
617,190,437,[190 437],476.5175757514092,[0.39872611 0.91707006],[313.5 313.5],627,21.501434324047924,False
618,120,276,[120 276],300.9584688956269,[0.39872611 0.91707006],[198. 198.],396,21.501434324047924,False
619,150,345,[150 345],376.19808611953357,[0.39872611 0.91707006],[247.5 247.5],495,21.501434324047924,False
620,170,391,[170 391],426.3578309354714,[0.39872611 0.91707006],[280.5 280.5],561,21.501434324047903,False
621,190,437,[190 437],476.5175757514092,[0.39872611 0.91707006],[313.5 313.5],627,21.501434324047924,False
622,110,253,[110 253],275.87859648765794,[0.39872611 0.91707006],[181.5 181.5],363,21.501434324047924,False
623,120,276,[120 276],300.9584688956269,[0.39872611 0.91707006],[198. 198.],396,21.501434324047924,False
624,130,299,[130 299],326.03834130359576,[0.39872611 0.91707006],[214.5 214.5],429,21.501434324047903,False
625,150,345,[150 345],376.19808611953357,[0.39872611 0.91707006],[247.5 247.5],495,21.501434324047924,False
626,160,368,[160 368],401.2779585275025,[0.39872611 0.91707006],[264. 264.],528,21.50143432404794,False
627,190,437,[190 437],476.5175757514092,[0.39872611 0.91707006],[313.5 313.5],627,21.501434324047924,False
628,130,299,[130 299],326.03834130359576,[0.39872611 0.91707006],[214.5 214.5],429,21.501434324047903,False
629,140,322,[140 322],351.1182137115647,[0.39872611 0.91707006],[231. 231.],462,21.501434324047924,False
630,150,345,[150 345],376.19808611953357,[0.39872611 0.91707006],[247.5 247.5],495,21.501434324047924,False
631,160,368,[160 368],401.2779585275025,[0.39872611 0.91707006],[264. 264.],528,21.50143432404794,False
632,90,207,[ 90 207],225.71885167172013,[0.39872611 0.91707006],[148.5 148.5],297,21.501434324047924,False
633,100,230,[100 230],250.79872407968904,[0.39872611 0.91707006],[165. 165.],330,21.501434324047903,False
634,110,253,[110 253],275.87859648765794,[0.39872611 0.91707006],[181.5 181.5],363,21.501434324047924,False
635,120,276,[120 276],300.9584688956269,[0.39872611 0.91707006],[198. 198.],396,21.501434324047924,False
636,140,322,[140 322],351.1182137115647,[0.39872611 0.91707006],[231. 231.],462,21.501434324047924,False
637,160,368,[160 368],401.2779585275025,[0.39872611 0.91707006],[264. 264.],528,21.50143432404794,False
638,170,391,[170 391],426.3578309354714,[0.39872611 0.91707006],[280.5 280.5],561,21.501434324047903,False
639,190,437,[190 437],476.5175757514092,[0.39872611 0.91707006],[313.5 313.5],627,21.501434324047924,False
640,190,437,[190 437],476.5175757514092,[0.39872611 0.91707006],[313.5 313.5],627,21.501434324047924,False
641,200,460,[200 460],501.5974481593781,[0.39872611 0.91707006],[330. 330.],660,21.501434324047903,False
642,110,253,[110 253],275.87859648765794,[0.39872611 0.91707006],[181.5 181.5],363,21.501434324047924,False
643,120,276,[120 276],300.9584688956269,[0.39872611 0.91707006],[198. 198.],396,21.501434324047924,False
644,140,322,[140 322],351.1182137115647,[0.39872611 0.91707006],[231. 231.],462,21.501434324047924,False
645,150,345,[150 345],376.19808611953357,[0.39872611 0.91707006],[247.5 247.5],495,21.501434324047924,False
646,190,437,[190 437],476.5175757514092,[0.39872611 0.91707006],[313.5 313.5],627,21.501434324047924,False
647,190,437,[190 437],476.5175757514092,[0.39872611 0.91707006],[313.5 313.5],627,21.501434324047924,False
648,120,276,[120 276],300.9584688956269,[0.39872611 0.91707006],[198. 198.],396,21.501434324047924,False
649,130,299,[130 299],326.03834130359576,[0.39872611 0.91707006],[214.5 214.5],429,21.501434324047903,False
650,140,322,[140 322],351.1182137115647,[0.39872611 0.91707006],[231. 231.],462,21.501434324047924,False
651,150,345,[150 345],376.19808611953357,[0.39872611 0.91707006],[247.5 247.5],495,21.501434324047924,False
652,160,368,[160 368],401.2779585275025,[0.39872611 0.91707006],[264. 264.],528,21.50143432404794,False
653,190,437,[190 437],476.5175757514092,[0.39872611 0.91707006],[313.5 313.5],627,21.501434324047924,False
654,200,460,[200 460],501.5974481593781,[0.39872611 0.91707006],[330. 330.],660,21.501434324047903,False
655,120,276,[120 276],300.9584688956269,[0.39872611 0.91707006],[198. 198.],396,21.501434324047924,False
656,130,299,[130 299],326.03834130359576,[0.39872611 0.91707006],[214.5 214.5],429,21.501434324047903,False
657,150,345,[150 345],376.19808611953357,[0.39872611 0.91707006],[247.5 247.5],495,21.501434324047924,False
658,170,391,[170 391],426.3578309354714,[0.39872611 0.91707006],[280.5 280.5],561,21.501434324047903,False
659,190,437,[190 437],476.5175757514092,[0.39872611 0.91707006],[313.5 313.5],627,21.501434324047924,False
660,200,460,[200 460],501.5974481593781,[0.39872611 0.91707006],[330. 330.],660,21.501434324047903,False
661,130,299,[130 299],326.03834130359576,[0.39872611 0.91707006],[214.5 214.5],429,21.501434324047903,False
662,140,322,[140 322],351.1182137115647,[0.39872611 0.91707006],[231. 231.],462,21.501434324047924,False
663,160,368,[160 368],401.2779585275025,[0.39872611 0.91707006],[264. 264.],528,21.50143432404794,False
664,180,414,[180 414],451.43770334344026,[0.39872611 0.91707006],[297. 297.],594,21.501434324047924,False
665,210,483,[210 483],526.677320567347,[0.39872611 0.91707006],[346.5 346.5],693,21.501434324047903,False
666,100,230,[100 230],250.79872407968904,[0.39872611 0.91707006],[165. 165.],330,21.501434324047903,False
667,110,253,[110 253],275.87859648765794,[0.39872611 0.91707006],[181.5 181.5],363,21.501434324047924,False
668,160,368,[160 368],401.2779585275025,[0.39872611 0.91707006],[264. 264.],528,21.50143432404794,False
669,160,368,[160 368],401.2779585275025,[0.39872611 0.91707006],[264. 264.],528,21.50143432404794,False
670,200,460,[200 460],501.5974481593781,[0.39872611 0.91707006],[330. 330.],660,21.501434324047903,False
671,100,230,[100 230],250.79872407968904,[0.39872611 0.91707006],[165. 165.],330,21.501434324047903,False
672,110,253,[110 253],275.87859648765794,[0.39872611 0.91707006],[181.5 181.5],363,21.501434324047924,False
673,170,391,[170 391],426.3578309354714,[0.39872611 0.91707006],[280.5 280.5],561,21.501434324047903,False
674,180,414,[180 414],451.43770334344026,[0.39872611 0.91707006],[297. 297.],594,21.501434324047924,False
675,170,391,[170 391],426.3578309354714,[0.39872611 0.91707006],[280.5 280.5],561,21.501434324047903,False
676,80,280,[ 80 280],291.20439557122074,[0.27472113 0.96152395],[180. 180.],360,29.054604099077153,False
677,90,315,[ 90 315],327.6049450176233,[0.27472113 0.96152395],[202.5 202.5],405,29.054604099077153,False
678,100,350,[100 350],364.0054944640259,[0.27472113 0.96152395],[225. 225.],450,29.05460409907714,False
679,110,385,[110 385],400.4060439104285,[0.27472113 0.96152395],[247.5 247.5],495,29.054604099077153,False
680,130,455,[130 455],473.2071428032337,[0.27472113 0.96152395],[292.5 292.5],585,29.054604099077153,False
681,140,490,[140 490],509.6076922496363,[0.27472113 0.96152395],[315. 315.],630,29.054604099077153,False
682,160,560,[160 560],582.4087911424415,[0.27472113 0.96152395],[360. 360.],720,29.054604099077153,False
683,180,630,[180 630],655.2098900352466,[0.27472113 0.96152395],[405. 405.],810,29.054604099077153,False
684,190,665,[190 665],691.6104394816492,[0.27472113 0.96152395],[427.5 427.5],855,29.054604099077153,False
685,200,700,[200 700],728.0109889280518,[0.27472113 0.96152395],[450. 450.],900,29.05460409907714,False
686,130,455,[130 455],473.2071428032337,[0.27472113 0.96152395],[292.5 292.5],585,29.054604099077153,False
687,140,490,[140 490],509.6076922496363,[0.27472113 0.96152395],[315. 315.],630,29.054604099077153,False
688,160,560,[160 560],582.4087911424415,[0.27472113 0.96152395],[360. 360.],720,29.054604099077153,False
689,160,560,[160 560],582.4087911424415,[0.27472113 0.96152395],[360. 360.],720,29.054604099077153,False
690,120,420,[120 420],436.8065933568311,[0.27472113 0.96152395],[270. 270.],540,29.054604099077164,False
691,140,490,[140 490],509.6076922496363,[0.27472113 0.96152395],[315. 315.],630,29.054604099077153,False
692,160,560,[160 560],582.4087911424415,[0.27472113 0.96152395],[360. 360.],720,29.054604099077153,False
693,170,595,[170 595],618.8093405888441,[0.27472113 0.96152395],[382.5 382.5],765,29.054604099077153,False
694,180,630,[180 630],655.2098900352466,[0.27472113 0.96152395],[405. 405.],810,29.054604099077153,False
695,180,630,[180 630],655.2098900352466,[0.27472113 0.96152395],[405. 405.],810,29.054604099077153,False
696,210,735,[210 735],764.4115383744544,[0.27472113 0.96152395],[472.5 472.5],945,29.05460409907714,False
697,110,385,[110 385],400.4060439104285,[0.27472113 0.96152395],[247.5 247.5],495,29.054604099077153,False
698,120,420,[120 420],436.8065933568311,[0.27472113 0.96152395],[270. 270.],540,29.054604099077164,False
699,140,490,[140 490],509.6076922496363,[0.27472113 0.96152395],[315. 315.],630,29.054604099077153,False
700,160,560,[160 560],582.4087911424415,[0.27472113 0.96152395],[360. 360.],720,29.054604099077153,False
701,180,630,[180 630],655.2098900352466,[0.27472113 0.96152395],[405. 405.],810,29.054604099077153,False
702,190,665,[190 665],691.6104394816492,[0.27472113 0.96152395],[427.5 427.5],855,29.054604099077153,False
703,190,665,[190 665],691.6104394816492,[0.27472113 0.96152395],[427.5 427.5],855,29.054604099077153,False
704,200,700,[200 700],728.0109889280518,[0.27472113 0.96152395],[450. 450.],900,29.05460409907714,False
705,130,455,[130 455],473.2071428032337,[0.27472113 0.96152395],[292.5 292.5],585,29.054604099077153,False
706,140,490,[140 490],509.6076922496363,[0.27472113 0.96152395],[315. 315.],630,29.054604099077153,False
707,160,560,[160 560],582.4087911424415,[0.27472113 0.96152395],[360. 360.],720,29.054604099077153,False
708,190,665,[190 665],691.6104394816492,[0.27472113 0.96152395],[427.5 427.5],855,29.054604099077153,False
709,90,315,[ 90 315],327.6049450176233,[0.27472113 0.96152395],[202.5 202.5],405,29.054604099077153,False
710,100,350,[100 350],364.0054944640259,[0.27472113 0.96152395],[225. 225.],450,29.05460409907714,False
711,110,385,[110 385],400.4060439104285,[0.27472113 0.96152395],[247.5 247.5],495,29.054604099077153,False
712,140,490,[140 490],509.6076922496363,[0.27472113 0.96152395],[315. 315.],630,29.054604099077153,False
713,150,525,[150 525],546.0082416960389,[0.27472113 0.96152395],[337.5 337.5],675,29.054604099077164,False
714,160,560,[160 560],582.4087911424415,[0.27472113 0.96152395],[360. 360.],720,29.054604099077153,False
715,170,595,[170 595],618.8093405888441,[0.27472113 0.96152395],[382.5 382.5],765,29.054604099077153,False
716,190,665,[190 665],691.6104394816492,[0.27472113 0.96152395],[427.5 427.5],855,29.054604099077153,False
717,190,665,[190 665],691.6104394816492,[0.27472113 0.96152395],[427.5 427.5],855,29.054604099077153,False
718,200,700,[200 700],728.0109889280518,[0.27472113 0.96152395],[450. 450.],900,29.05460409907714,False
719,110,385,[110 385],400.4060439104285,[0.27472113 0.96152395],[247.5 247.5],495,29.054604099077153,False
720,120,420,[120 420],436.8065933568311,[0.27472113 0.96152395],[270. 270.],540,29.054604099077164,False
721,140,490,[140 490],509.6076922496363,[0.27472113 0.96152395],[315. 315.],630,29.054604099077153,False
722,160,560,[160 560],582.4087911424415,[0.27472113 0.96152395],[360. 360.],720,29.054604099077153,False
723,180,630,[180 630],655.2098900352466,[0.27472113 0.96152395],[405. 405.],810,29.054604099077153,False
724,190,665,[190 665],691.6104394816492,[0.27472113 0.96152395],[427.5 427.5],855,29.054604099077153,False
725,120,420,[120 420],436.8065933568311,[0.27472113 0.96152395],[270. 270.],540,29.054604099077164,False
726,140,490,[140 490],509.6076922496363,[0.27472113 0.96152395],[315. 315.],630,29.054604099077153,False
727,150,525,[150 525],546.0082416960389,[0.27472113 0.96152395],[337.5 337.5],675,29.054604099077164,False
728,160,560,[160 560],582.4087911424415,[0.27472113 0.96152395],[360. 360.],720,29.054604099077153,False
729,170,595,[170 595],618.8093405888441,[0.27472113 0.96152395],[382.5 382.5],765,29.054604099077153,False
730,120,420,[120 420],436.8065933568311,[0.27472113 0.96152395],[270. 270.],540,29.054604099077164,False
731,140,490,[140 490],509.6076922496363,[0.27472113 0.96152395],[315. 315.],630,29.054604099077153,False
732,160,560,[160 560],582.4087911424415,[0.27472113 0.96152395],[360. 360.],720,29.054604099077153,False
733,170,595,[170 595],618.8093405888441,[0.27472113 0.96152395],[382.5 382.5],765,29.054604099077153,False
734,190,665,[190 665],691.6104394816492,[0.27472113 0.96152395],[427.5 427.5],855,29.054604099077153,False
735,210,735,[210 735],764.4115383744544,[0.27472113 0.96152395],[472.5 472.5],945,29.05460409907714,False
736,170,595,[170 595],618.8093405888441,[0.27472113 0.96152395],[382.5 382.5],765,29.054604099077153,False
737,180,630,[180 630],655.2098900352466,[0.27472113 0.96152395],[405. 405.],810,29.054604099077153,False
738,210,735,[210 735],764.4115383744544,[0.27472113 0.96152395],[472.5 472.5],945,29.05460409907714,False
739,220,770,[220 770],800.812087820857,[0.27472113 0.96152395],[495. 495.],990,29.054604099077153,False
740,230,805,[230 805],837.2126372672597,[0.27472113 0.96152395],[517.5 517.5],1035,29.054604099077164,False
741,130,455,[130 455],473.2071428032337,[0.27472113 0.96152395],[292.5 292.5],585,29.054604099077153,False
742,160,560,[160 560],582.4087911424415,[0.27472113 0.96152395],[360. 360.],720,29.054604099077153,False
743,210,735,[210 735],764.4115383744544,[0.27472113 0.96152395],[472.5 472.5],945,29.05460409907714,False
744,100,350,[100 350],364.0054944640259,[0.27472113 0.96152395],[225. 225.],450,29.05460409907714,False
745,110,385,[110 385],400.4060439104285,[0.27472113 0.96152395],[247.5 247.5],495,29.054604099077153,False
746,160,560,[160 560],582.4087911424415,[0.27472113 0.96152395],[360. 360.],720,29.054604099077153,False
747,110,385,[110 385],400.4060439104285,[0.27472113 0.96152395],[247.5 247.5],495,29.054604099077153,False
748,140,490,[140 490],509.6076922496363,[0.27472113 0.96152395],[315. 315.],630,29.054604099077153,False
749,160,560,[160 560],582.4087911424415,[0.27472113 0.96152395],[360. 360.],720,29.054604099077153,False
750,100,350,[100 350],364.0054944640259,[0.27472113 0.96152395],[225. 225.],450,29.05460409907714,False
751,110,385,[110 385],400.4060439104285,[0.27472113 0.96152395],[247.5 247.5],495,29.054604099077153,False
752,180,630,[180 630],655.2098900352466,[0.27472113 0.96152395],[405. 405.],810,29.054604099077153,False
753,190,665,[190 665],691.6104394816492,[0.27472113 0.96152395],[427.5 427.5],855,29.054604099077153,False
754,170,595,[170 595],618.8093405888441,[0.27472113 0.96152395],[382.5 382.5],765,29.054604099077153,False
755,80,288,[ 80 288],298.9046670763105,[0.26764386 0.96351791],[184. 184.],368,29.47588900324575,False
756,90,324,[ 90 324],336.2677504608493,[0.26764386 0.96351791],[207. 207.],414,29.47588900324575,False
757,100,360,[100 360],373.6308338453881,[0.26764386 0.96351791],[230. 230.],460,29.47588900324575,False
758,110,396,[110 396],410.9939172299269,[0.26764386 0.96351791],[253. 253.],506,29.47588900324575,False
759,130,468,[130 468],485.7200839990045,[0.26764386 0.96351791],[299. 299.],598,29.47588900324574,False
760,140,504,[140 504],523.0831673835434,[0.26764386 0.96351791],[322. 322.],644,29.47588900324575,False
761,160,576,[160 576],597.809334152621,[0.26764386 0.96351791],[368. 368.],736,29.47588900324575,False
762,180,648,[180 648],672.5355009216986,[0.26764386 0.96351791],[414. 414.],828,29.47588900324575,False
763,200,720,[200 720],747.2616676907762,[0.26764386 0.96351791],[460. 460.],920,29.47588900324575,False
764,210,756,[210 756],784.624751075315,[0.26764386 0.96351791],[483. 483.],966,29.47588900324575,False
765,120,432,[120 432],448.35700061446573,[0.26764386 0.96351791],[276. 276.],552,29.47588900324575,False
766,160,576,[160 576],597.809334152621,[0.26764386 0.96351791],[368. 368.],736,29.47588900324575,False
767,170,612,[170 612],635.1724175371597,[0.26764386 0.96351791],[391. 391.],782,29.47588900324574,False
768,190,684,[190 684],709.8985843062374,[0.26764386 0.96351791],[437. 437.],874,29.47588900324575,False
769,110,396,[110 396],410.9939172299269,[0.26764386 0.96351791],[253. 253.],506,29.47588900324575,False
770,120,432,[120 432],448.35700061446573,[0.26764386 0.96351791],[276. 276.],552,29.47588900324575,False
771,140,504,[140 504],523.0831673835434,[0.26764386 0.96351791],[322. 322.],644,29.47588900324575,False
772,160,576,[160 576],597.809334152621,[0.26764386 0.96351791],[368. 368.],736,29.47588900324575,False
773,180,648,[180 648],672.5355009216986,[0.26764386 0.96351791],[414. 414.],828,29.47588900324575,False
774,190,684,[190 684],709.8985843062374,[0.26764386 0.96351791],[437. 437.],874,29.47588900324575,False
775,140,504,[140 504],523.0831673835434,[0.26764386 0.96351791],[322. 322.],644,29.47588900324575,False
776,150,540,[150 540],560.4462507680821,[0.26764386 0.96351791],[345. 345.],690,29.47588900324574,False
777,160,576,[160 576],597.809334152621,[0.26764386 0.96351791],[368. 368.],736,29.47588900324575,False
778,170,612,[170 612],635.1724175371597,[0.26764386 0.96351791],[391. 391.],782,29.47588900324574,False
779,130,468,[130 468],485.7200839990045,[0.26764386 0.96351791],[299. 299.],598,29.47588900324574,False
780,150,540,[150 540],560.4462507680821,[0.26764386 0.96351791],[345. 345.],690,29.47588900324574,False
781,170,612,[170 612],635.1724175371597,[0.26764386 0.96351791],[391. 391.],782,29.47588900324574,False
782,190,684,[190 684],709.8985843062374,[0.26764386 0.96351791],[437. 437.],874,29.47588900324575,False
783,90,324,[ 90 324],336.2677504608493,[0.26764386 0.96351791],[207. 207.],414,29.47588900324575,False
784,100,360,[100 360],373.6308338453881,[0.26764386 0.96351791],[230. 230.],460,29.47588900324575,False
785,110,396,[110 396],410.9939172299269,[0.26764386 0.96351791],[253. 253.],506,29.47588900324575,False
786,120,432,[120 432],448.35700061446573,[0.26764386 0.96351791],[276. 276.],552,29.47588900324575,False
787,140,504,[140 504],523.0831673835434,[0.26764386 0.96351791],[322. 322.],644,29.47588900324575,False
788,160,576,[160 576],597.809334152621,[0.26764386 0.96351791],[368. 368.],736,29.47588900324575,False
789,170,612,[170 612],635.1724175371597,[0.26764386 0.96351791],[391. 391.],782,29.47588900324574,False
790,190,684,[190 684],709.8985843062374,[0.26764386 0.96351791],[437. 437.],874,29.47588900324575,False
791,170,612,[170 612],635.1724175371597,[0.26764386 0.96351791],[391. 391.],782,29.47588900324574,False
792,195,684,[195 684],711.2531195010677,[0.274164   0.96168295],[439.5 439.5],879,29.0877997961236,False
793,210,756,[210 756],784.624751075315,[0.26764386 0.96351791],[483. 483.],966,29.47588900324575,False
794,230,828,[230 828],859.3509178443926,[0.26764386 0.96351791],[529. 529.],1058,29.47588900324575,False
795,110,396,[110 396],410.9939172299269,[0.26764386 0.96351791],[253. 253.],506,29.47588900324575,False
796,120,432,[120 432],448.35700061446573,[0.26764386 0.96351791],[276. 276.],552,29.47588900324575,False
797,130,468,[130 468],485.7200839990045,[0.26764386 0.96351791],[299. 299.],598,29.47588900324574,False
798,150,540,[150 540],560.4462507680821,[0.26764386 0.96351791],[345. 345.],690,29.47588900324574,False
799,180,648,[180 648],672.5355009216986,[0.26764386 0.96351791],[414. 414.],828,29.47588900324575,False
800,195,684,[195 684],711.2531195010677,[0.274164   0.96168295],[439.5 439.5],879,29.0877997961236,False
801,160,576,[160 576],597.809334152621,[0.26764386 0.96351791],[368. 368.],736,29.47588900324575,False
802,170,612,[170 612],635.1724175371597,[0.26764386 0.96351791],[391. 391.],782,29.47588900324574,False
803,120,432,[120 432],448.35700061446573,[0.26764386 0.96351791],[276. 276.],552,29.47588900324575,False
804,130,468,[130 468],485.7200839990045,[0.26764386 0.96351791],[299. 299.],598,29.47588900324574,False
805,140,504,[140 504],523.0831673835434,[0.26764386 0.96351791],[322. 322.],644,29.47588900324575,False
806,150,540,[150 540],560.4462507680821,[0.26764386 0.96351791],[345. 345.],690,29.47588900324574,False
807,160,576,[160 576],597.809334152621,[0.26764386 0.96351791],[368. 368.],736,29.47588900324575,False
808,180,648,[180 648],672.5355009216986,[0.26764386 0.96351791],[414. 414.],828,29.47588900324575,False
809,190,684,[190 684],709.8985843062374,[0.26764386 0.96351791],[437. 437.],874,29.47588900324575,False
