id,elderseal,rarity,damageType,name,attack_display,attack_raw,element_type,element_damage,element_hidden
878,,3,sever,Flammenkaefer,403,130,dragon,180,FALSE
879,,5,sever,Flammenkaefer+,558,180,fire,210,FALSE
880,,7,sever,Gnashing Flammenkaefer,651,210,fire,240,FALSE
881,,2,sever,Aqua Rod 1,341,110,fire,270,FALSE
882,,3,sever,Aqua Rod 2,372,120,water,60,FALSE
883,,4,sever,Aqua Rod 3,434,140,water,90,FALSE
884,,5,sever,Water Glaive 1,465,150,water,120,FALSE
885,,6,sever,Water Glaive 2,527,170,water,150,FALSE
886,,6,sever,Water Glaive 3,589,190,water,180,FALSE
887,,4,sever,Diablos Rod 1,496,160,water,210,FALSE
888,,5,sever,Diablos Rod 2,620,200,,0,
889,,6,sever,Tyrannis Glaive 1,682,220,ice,120,TRUE
890,,6,sever,Tyrannis Glaive 2,713,230,ice,150,TRUE
891,,2,sever,Pulsar Rod 1,341,110,ice,180,TRUE
892,,3,sever,Pulsar Rod 2,372,120,thunder,90,FALSE
893,,4,sever,Pulsar Rod 3,434,140,thunder,120,FALSE
894,,5,sever,Kadachi Pillar 1,465,150,thunder,150,FALSE
895,,6,sever,Kadachi Pillar 2,527,170,thunder,180,FALSE
896,,6,sever,Kadachi Pillar 3,558,180,thunder,210,FALSE
897,,4,sever,Garon Rod 1,403,130,thunder,240,FALSE
898,,5,sever,Garon Rod 2,434,140,,0,
899,,6,sever,Temptation's Trident,465,150,fire,90,TRUE
900,,6,sever,Vice,496,160,fire,120,TRUE
901,low,3,sever,Dragonbone Glaive 1,310,100,fire,150,TRUE
902,low,4,sever,Dragonbone Glaive 2,341,110,dragon,300,FALSE
903,low,6,sever,Dragonbone Glaive 3,496,160,dragon,330,FALSE
904,,4,sever,Indigo Flash,341,110,dragon,390,FALSE
905,,7,sever,Azure Bolt,434,140,thunder,300,FALSE
906,,8,sever,Verdant Levin,496,160,thunder,330,FALSE
907,low,5,sever,Blacksteel Glaive 1,310,100,thunder,390,FALSE
908,low,6,sever,Blacksteel Glaive 2,341,110,dragon,60,FALSE
909,low,7,sever,Daora's Entom,527,170,dragon,90,FALSE
910,low,8,sever,Daora's Tethidine,558,180,ice,150,FALSE
911,low,8,sever,Xeno Shmaena,558,180,ice,180,FALSE
912,,1,projectile,Chain Blitz 1,130,100,dragon,120,FALSE
913,,1,projectile,Chain Blitz 2,143,110,,0,
914,,2,projectile,Chain Blitz 3,156,120,,0,
915,,3,projectile,High Chain Blitz 1,169,130,,0,
916,,4,projectile,High Chain Blitz 2,182,140,,0,
917,,5,projectile,High Chain Blitz 3,195,150,,0,
918,,6,projectile,Cross Blitz 1,208,160,,0,
919,,6,projectile,Cross Blitz 2,234,180,,0,
920,,7,projectile,Nergal Spitter,247,190,,0,
921,,8,projectile,Cataclysm's Trigger,260,200,,0,
922,,3,projectile,Lumu Blitz 1,169,130,,0,
923,,4,projectile,Lumu Blitz 2,182,140,,0,
924,,5,projectile,Lumu Typhon 1,195,150,,0,
925,,6,projectile,Lumu Typhon 2,208,160,,0,
926,,6,projectile,Lumu Typhon 3,221,170,,0,
927,,6,projectile,Bazel Typhoon 1,247,190,,0,
928,,7,projectile,Bazel Typhoon 2,260,200,,0,
929,,2,projectile,Jagras Blitz 1,169,130,,0,
930,,3,projectile,Jagras Blitz 2,182,140,,0,
931,,4,projectile,Jagras Blitz 3,195,150,,0,
932,,5,projectile,Jagras Fire 1,208,160,,0,
933,,6,projectile,Jagras Fire 2,234,180,,0,
934,,6,projectile,Jagras Fire 3,247,190,,0,
935,,4,projectile,Flame Blitz 1,195,150,,0,
936,,5,projectile,Flame Blitz 2,208,160,,0,
937,,6,projectile,Rathbuster 1,221,170,,0,
938,,7,projectile,Rathbuster 2,247,190,,0,
939,,3,projectile,Thunder Blitz 1,182,140,,0,
940,,4,projectile,Thunder Blitz 2,195,150,,0,
941,,5,projectile,Lightning Blitz 1,208,160,,0,
942,,6,projectile,Lightning Blitz 2,221,170,,0,
943,,6,projectile,Lightning Blitz 3,234,180,,0,
944,,4,projectile,Snow Blitz 1,182,140,,0,
945,,5,projectile,Snow Blitz 2,195,150,,0,
946,,6,projectile,Frost Blitz 1,221,170,,0,
947,,6,projectile,Frost Blitz 2,247,190,,0,
948,,1,projectile,Hunter's Rifle 1,143,110,,0,
949,,1,projectile,Hunter's Rifle 2,156,120,,0,
950,,2,projectile,Hunter's Rifle 3,169,130,,0,
951,,3,projectile,Power Rifle 1,182,140,,0,
952,,4,projectile,Power Rifle 2,195,150,,0,
953,,5,projectile,Power Rifle 3,208,160,,0,
954,,6,projectile,Sniper Shot 1,221,170,,0,
955,,6,projectile,Sniper Shot 2,247,190,,0,
956,,7,projectile,Hazak Ereipia,247,190,,0,
957,,8,projectile,Gulgoleth's Wail,260,200,,0,
958,,3,projectile,Blazing Rifle 1,195,150,,0,
959,,4,projectile,Blazing Rifle 2,221,170,,0,
960,,5,projectile,Anja Buster 1,234,180,,0,
961,,6,projectile,Anja Buster 2,260,200,,0,
962,,6,projectile,Anja Buster 3,273,210,,0,
963,,2,projectile,Madness Rifle 1,169,130,,0,
964,,3,projectile,Madness Rifle 2,182,140,,0,
965,,4,projectile,Madness Rifle 3,195,150,,0,
966,,5,projectile,Jyura Bullet 1,208,160,,0,
967,,6,projectile,Jyura Bullet 2,234,180,,0,
968,,6,projectile,Jyura Bullet 3,247,190,,0,
969,,6,projectile,Lava Bullet 1,221,170,,0,
970,,7,projectile,Lava Bullet 2,234,180,,0,
971,,2,projectile,Carapace Rifle 1,169,130,,0,
972,,3,projectile,Carapace Rifle 2,182,140,,0,
973,,4,projectile,Carapace Rifle 3,208,160,,0,
974,,5,projectile,Barroth Shot 1,234,180,,0,
975,,6,projectile,Barroth Shot 2,247,190,,0,
976,,6,projectile,Barroth Shot 3,260,200,,0,
977,,4,projectile,Garon Rifle 1,195,150,,0,
978,,5,projectile,Garon Rifle 2,208,160,,0,
979,,6,projectile,Fate's Ember,221,170,,0,
980,,8,projectile,Karma,234,180,,0,
981,,3,projectile,Dragonbone Bowgun 1,130,100,,0,
982,,4,projectile,Dragonbone Bowgun 2,143,110,,0,
983,,6,projectile,Dragonbone Bowgun 3,208,160,,0,
984,,7,projectile,Onigashima,208,160,,0,
985,,8,projectile,Dai-Onigashima,221,170,,0,
986,,4,projectile,Mythical Horn,143,110,,0,
987,,7,projectile,Mythical Horn+,182,140,,0,
988,,8,projectile,Mythical Three-Horn,208,160,,0,
989,,5,projectile,Blacksteel Crossbow 1,130,100,,0,
990,,6,projectile,Blacksteel Crossbow 2,143,110,,0,
991,,7,projectile,Icesteel Wasp,221,170,,0,
992,,8,projectile,Daora's Hornet,234,180,,0,
993,,8,projectile,Xeno Neqiina,234,180,,0,
994,,6,projectile,Cross Bowgun,234,180,,0,
995,,8,projectile,Great Bowgun,260,200,,0,
996,,1,projectile,Iron Assault 1,150,100,,0,
997,,1,projectile,Iron Assault 2,165,110,,0,
998,,2,projectile,Iron Assault 3,180,120,,0,
999,,3,projectile,Steel Assault 1,195,130,,0,
1000,,4,projectile,Steel Assault 2,210,140,,0,
1001,,5,projectile,Steel Assault 3,225,150,,0,
1002,,6,projectile,Chrome Assault 1,240,160,,0,
1003,,6,projectile,Chrome Assault 2,255,170,,0,
1004,,7,projectile,Nergal Roar,270,180,,0,
1005,,8,projectile,Destruction's Fusillade,285,190,,0,
1006,,2,projectile,Aqua Assault 1,180,120,,0,
1007,,3,projectile,Aqua Assault 2,195,130,,0,
1008,,4,projectile,Aqua Assault 3,210,140,,0,
1009,,5,projectile,Water Cannon 1,225,150,,0,
1010,,6,projectile,Water Cannon 2,240,160,,0,
1011,,6,projectile,Water Cannon 3,255,170,,0,
1012,,3,projectile,Luminous Assault 1,195,130,,0,
1013,,4,projectile,Luminous Assault 2,210,140,,0,
1014,,5,projectile,Arma Destroyer 1,225,150,,0,
1015,,6,projectile,Arma Destroyer 2,240,160,,0,
1016,,6,projectile,Arma Destroyer 3,255,170,,0,
1017,,4,projectile,Shattercryst,210,140,,0,
1018,,6,projectile,Shattercryst+,240,160,,0,
1019,,8,projectile,Legia Shattercryst,255,170,,0,
1020,,2,projectile,Jagras Assault 1,180,120,,0,
1021,,3,projectile,Jagras Assault 2,195,130,,0,
1022,,4,projectile,Jagras Assault 3,210,140,,0,
1023,,5,projectile,Jagras Cannon 1,240,160,,0,
1024,,6,projectile,Jagras Cannon 2,255,170,,0,
1026,,3,projectile,Blazing Assault 1,210,140,,0,
1027,,4,projectile,Blazing Assault 2,225,150,,0,
1028,,5,projectile,Flammenkanone,255,170,,0,
1029,,7,projectile,Gnashing Flammenkanone,300,200,,0,
1030,,1,projectile,Bone Shooter 1,150,100,,0,
1031,,1,projectile,Bone Shooter 2,165,110,,0,
1032,,2,projectile,Bone Shooter 3,195,130,,0,
1033,,3,projectile,Heavy Shooter 1,210,140,,0,
1034,,4,projectile,Heavy Shooter 2,225,150,,0,
1035,,5,projectile,Heavy Shooter 3,240,160,,0,
1036,,6,projectile,Power Shooter 1,255,170,,0,
1037,,6,projectile,Power Shooter 2,270,180,,0,
1038,,4,projectile,Diablos Shooter 1,240,160,,0,
1039,,5,projectile,Diablos Shooter 2,270,180,,0,
1040,,6,projectile,Dual Threat,300,200,,0,
1041,,7,projectile,Nero's Blazooka,315,210,,0,
1042,,8,projectile,Griffon Blazooka,330,220,,0,
1043,,2,projectile,Blooming Shooter 1,180,120,,0,
1044,,3,projectile,Blooming Shooter 2,195,130,,0,
1045,,4,projectile,Blooming Shooter 3,210,140,,0,
1046,,5,projectile,Datura Blaster 1,225,150,,0,
1047,,6,projectile,Datura Blaster 2,240,160,,0,
1048,,6,projectile,Datura Blaster 3,255,170,,0,
1049,,3,projectile,Spiked Shooter 1,195,130,,0,
1050,,4,projectile,Spiked Shooter 2,210,140,,0,
1051,,5,projectile,Baan Roar 1,225,150,,0,
1052,,6,projectile,Baan Roar 2,255,170,,0,
1053,,6,projectile,Baan Roar 3,270,180,,0,
1054,,6,projectile,Gama Cannon 1,240,160,,0,
1055,,7,projectile,Gama Cannon 2,255,170,,0,
1056,,2,projectile,Pulsar Shooter 1,180,120,,0,
1057,,3,projectile,Pulsar Shooter 2,195,130,,0,
1058,,4,projectile,Pulsar Shooter 3,210,140,,0,
1059,,5,projectile,Kadachi Lion 1,225,150,,0,
1060,,6,projectile,Kadachi Lion 2,240,160,,0,
1061,,6,projectile,Kadachi Lion 3,255,170,,0,
1062,,3,projectile,Dragonbone Cannon 1,150,100,,0,
1063,,4,projectile,Dragonbone Cannon 2,210,140,,0,
1064,,6,projectile,Dragonbone Cannon 3,255,170,,0,
1065,,4,projectile,Quickcaster,195,130,,0,
1066,,7,projectile,Quickcaster+,240,160,,0,
1067,,8,projectile,Quickquiver,255,170,,0,
1068,,5,projectile,Magda Gemitus 1,240,160,,0,
1069,,7,projectile,Magda Gemitus 2,315,210,,0,
1070,,5,projectile,Blacksteel Cannon 1,150,100,,0,
1071,,6,projectile,Blacksteel Cannon 2,165,110,,0,
1072,,7,projectile,Teostra's Artillery,255,170,,0,
1073,,8,projectile,Teostra's Flames,270,180,,0,
1074,,8,projectile,Xeno Jiiqa,255,170,,0,
1075,,1,projectile,Iron Bow 1,96,80,,0,
1076,,1,projectile,Iron Bow 2,108,90,,0,
1077,,2,projectile,Iron Bow 3,120,100,,0,
1078,,3,projectile,Steel Bow 1,132,110,,0,
1079,,4,projectile,Steel Bow 2,156,130,,0,
1080,,5,projectile,Steel Bow 3,168,140,,0,
1081,,6,projectile,Alloy Bow 1,180,150,thunder,90,TRUE
1082,,6,projectile,Alloy Bow 2,204,170,thunder,120,TRUE
1083,high,7,projectile,Nergal Whisper,228,190,thunder,150,TRUE
1084,high,8,projectile,Doom's Shaft,240,200,dragon,120,FALSE
1085,,2,projectile,Kulu Arrow 1,120,100,dragon,150,FALSE
1086,,3,projectile,Kulu Arrow 2,132,110,,0,
1087,,4,projectile,Kulu Arrow 3,156,130,,0,
1088,,5,projectile,Archer's Dance 1,180,150,,0,
1089,,6,projectile,Archer's Dance 2,204,170,blast,210,TRUE
1090,,6,projectile,Archer's Dance 3,204,170,blast,270,TRUE
1091,,6,projectile,Brazencord,204,170,blast,270,TRUE
1092,,8,projectile,Gigacles,228,190,fire,120,FALSE
1093,,3,projectile,Princess Arrow 1,132,110,fire,150,FALSE
1094,low,5,projectile,Princess Arrow 2,192,160,,0,
1095,low,6,projectile,Princess Arrow 3,216,180,dragon,180,TRUE
1096,,4,projectile,Rathslinger 1,144,120,dragon,240,TRUE
1097,,6,projectile,Rathslinger 2,204,170,fire,150,FALSE
1098,,7,projectile,Rathslinger 3,216,180,fire,210,FALSE
1099,,2,projectile,Aqua Arrow 1,120,100,fire,240,FALSE
1100,,3,projectile,Aqua Arrow 2,132,110,water,90,FALSE
1101,,4,projectile,Aqua Arrow 3,144,120,water,120,FALSE
1102,,5,projectile,Water Shot 1,168,140,water,150,FALSE
1103,,6,projectile,Water Shot 2,180,150,water,180,FALSE
1104,,6,projectile,Water Shot 3,204,170,water,210,FALSE
1105,,4,projectile,Glacial Arrow 1,144,120,water,240,FALSE
1106,,5,projectile,Glacial Arrow 2,156,130,ice,270,FALSE
1107,,6,projectile,Snowfletcher,168,140,ice,330,FALSE
1108,,8,projectile,Legia Snowfletcher,180,150,ice,360,FALSE
1109,,1,projectile,Hunter's Bow 1,120,100,ice,390,FALSE
1110,,1,projectile,Hunter's Bow 2,132,110,,0,
1111,,2,projectile,Hunter's Bow 3,144,120,,0,
1112,,3,projectile,Hunter's Stoutbow 1,156,130,,0,
1113,,4,projectile,Hunter's Stoutbow 2,168,140,,0,
1114,,5,projectile,Hunter's Stoutbow 3,180,150,,0,
1115,,6,projectile,Hunter's Proudbow 1,192,160,water,240,TRUE
1116,,6,projectile,Hunter's Proudbow 2,216,180,water,300,TRUE
1117,average,0,projectile,Hazak Velos 1,216,180,water,360,TRUE
1118,average,0,projectile,Hazak Velos 2,228,190,dragon,240,FALSE
1119,,4,projectile,Diablos Bow 1,192,160,dragon,270,FALSE
1120,,5,projectile,Diablos Bow 2,216,180,,0,
1121,,6,projectile,Diablos Coilbender,240,200,ice,60,TRUE
1122,,7,projectile,Galebender,252,210,ice,90,TRUE
1123,,8,projectile,Cera Coilbender,264,220,ice,120,TRUE
1124,,2,projectile,Blooming Arch 1,144,120,ice,150,TRUE
1125,,3,projectile,Blooming Arch 2,156,130,,0,
1126,,4,projectile,Blooming Arch 3,168,140,,0,
1127,,5,projectile,Datura String 1,180,150,,0,
1128,,6,projectile,Datura String 2,192,160,blast,180,TRUE
1129,,6,projectile,Datura String 3,204,170,blast,210,TRUE
1130,,3,projectile,Blazing Bow 1,156,130,blast,240,TRUE
1131,,4,projectile,Blazing Bow 2,168,140,fire,210,FALSE
1132,,5,projectile,Anja Arch 1,192,160,fire,270,FALSE
1133,,6,projectile,Anja Arch 2,216,180,fire,330,FALSE
1134,,6,projectile,Anja Arch 3,240,200,fire,360,FALSE
1135,,2,projectile,Pulsar Bow 1,144,120,fire,390,FALSE
1136,,3,projectile,Pulsar Bow 2,156,130,thunder,150,FALSE
1137,,4,projectile,Pulsar Bow 3,168,140,thunder,180,FALSE
1138,,5,projectile,Kadachi Strikebow,180,150,thunder,210,FALSE
1139,,7,projectile,Flying Kadachi Strikebow,204,170,thunder,240,FALSE
1140,low,3,projectile,Dragonbone Bow 1,120,100,thunder,270,FALSE
1141,low,4,projectile,Dragonbone Bow 2,132,110,dragon,300,FALSE
1142,low,6,projectile,Dragonbone Bow 3,180,150,dragon,360,FALSE
1143,low,5,projectile,Blacksteel Bow 1,120,100,dragon,420,FALSE
1144,low,6,projectile,Blacksteel Bow 2,132,110,dragon,120,FALSE
1145,,7,projectile,Icesteel Bow,192,160,dragon,150,FALSE
1146,,8,projectile,Daora's Sagittarii,204,170,ice,210,FALSE
1147,low,8,projectile,Xeno Metora,204,170,ice,240,FALSE
1148,,6,projectile,Cross Hunter's Bow,216,180,dragon,150,FALSE
1149,,8,projectile,Great Hunter's Bow,228,190,blast,120,FALSE
1150,high,6,sever,Berserker Sword,1008,210,blast,150,FALSE
1151,high,7,sever,Anguish,1104,230,dragon,180,FALSE
1152,high,6,sever,"Reaver ""Cruelty""",693,210,dragon,240,FALSE
1153,high,7,sever,"Reaver ""Calamity""",759,230,dragon,150,FALSE
1154,high,6,sever,Fatal Jho,280,200,dragon,210,FALSE
1155,high,7,sever,Fatal Bite,308,220,dragon,150,FALSE
1156,high,6,sever,Wrath & Rancor,280,200,dragon,210,FALSE
1157,high,7,sever,Wrathful Predation,308,220,dragon,120,FALSE
1158,high,6,blunt,Devil's Due,1092,210,dragon,180,FALSE
1159,high,7,blunt,Devil's Crush,1196,230,dragon,150,FALSE
1160,high,6,blunt,Devil's Maestro,840,200,dragon,210,FALSE
1161,high,7,blunt,Deep Vero,924,220,dragon,180,FALSE
1162,high,6,sever,Grief Lance,483,210,dragon,240,FALSE
1163,high,7,sever,Fiendish Tower,529,230,dragon,150,FALSE
1164,high,6,sever,Ravenous Gunlance,483,210,dragon,210,FALSE
1165,high,7,sever,Insatiable Gunlance,529,230,dragon,180,FALSE
1166,high,6,sever,Tyrannos,700,200,dragon,240,FALSE
1167,high,7,sever,Terror Tyrannos,770,220,dragon,120,FALSE
1168,high,6,sever,Tyrant's Charge Blade,720,200,dragon,180,FALSE
1169,high,7,sever,Oppressor's Charge Blade,792,220,dragon,150,FALSE
1170,high,6,sever,Bad Wing,620,200,dragon,210,FALSE
1171,high,7,sever,Grunge Storm,682,220,dragon,150,FALSE
1172,,7,projectile,Devil's Grin,299,230,dragon,210,FALSE
1174,,6,projectile,Gluttonous Cannon,315,210,,0,
1175,,7,projectile,Dark Devourer,345,230,,0,
1176,high,6,projectile,Insurgent's Bow,252,210,,0,
1177,high,7,projectile,Villainous Brace,276,230,dragon,150,FALSE
1178,,5,projectile,Aloy's Bow,168,140,dragon,210,FALSE
1179,,6,projectile,Aloy's War Bow,192,160,thunder,180,TRUE
1180,,4,sever,"Wyvern Ignition ""Steel""",720,150,thunder,240,TRUE
1181,,7,sever,"Wyvern Ignition ""Impact""",1008,210,,0,
1182,,7,sever,Empress Galea,864,180,fire,510,TRUE
1183,,8,sever,"Empress Galea ""Blaze""",864,180,blast,210,FALSE
1184,,8,sever,"Empress Galea ""Ruin""",912,190,blast,270,FALSE
1185,,8,sever,"Empress Galea ""Styx""",864,180,blast,210,FALSE
1187,,7,sever,Empress Sword,594,180,,0,
1188,,8,sever,"Empress Sword ""Blaze""",594,180,blast,150,FALSE
1189,,8,sever,"Empress Sword ""Ruin""",627,190,blast,180,FALSE
1190,,8,sever,"Empress Sword ""Styx""",594,180,blast,150,FALSE
1191,,7,sever,"Azure Star ""Dragon Dance""",495,150,blast,240,FALSE
1192,,7,sever,Empress Edge,266,190,water,180,FALSE
1193,,8,sever,"Empress Edge ""Blaze""",266,190,blast,120,FALSE
1194,,8,sever,"Empress Edge ""Ruin""",280,200,blast,150,FALSE
1195,,8,sever,"Empress Edge ""Styx""",266,190,blast,120,FALSE
1196,,7,sever,Empress Daggers,252,180,blast,210,FALSE
1197,,8,sever,"Empress Daggers ""Blaze""",252,180,blast,60,FALSE
1198,,8,sever,"Empress Daggers ""Ruin""",266,190,blast,90,FALSE
1199,,8,sever,"Empress Daggers ""Styx""",252,180,blast,60,FALSE
1200,,7,blunt,Empress Mace,936,180,blast,120,FALSE
1201,,8,blunt,"Empress Mace ""Blaze""",936,180,blast,150,FALSE
1202,,8,blunt,"Empress Mace ""Ruin""",988,190,blast,180,FALSE
1203,,8,blunt,"Empress Mace ""Styx""",936,180,blast,150,FALSE
1204,,7,blunt,Empress Roar,798,190,blast,240,FALSE
1205,,8,blunt,"Empress Roar ""Blaze""",798,190,blast,150,FALSE
1206,,8,blunt,"Empress Roar ""Ruin""",840,200,blast,180,FALSE
1207,,8,blunt,"Empress Roar ""Styx""",798,190,blast,150,FALSE
1209,,7,sever,Empress Lance,414,180,,0,
1210,,8,sever,"Empress Lance ""Blaze""",414,180,blast,150,FALSE
1211,,8,sever,"Empress Lance ""Ruin""",437,190,blast,180,FALSE
1212,,8,sever,"Empress Lance ""Styx""",414,180,blast,150,FALSE
1213,,4,sever,Shooting Star Lance,299,130,blast,240,FALSE
1214,,7,sever,Sapphire Star Lance,437,190,paralysis,120,FALSE
1215,,7,sever,Empress Howl,437,190,paralysis,180,FALSE
1216,,8,sever,"Empress Howl ""Blaze""",437,190,blast,150,FALSE
1217,,8,sever,"Empress Howl ""Ruin""",460,200,blast,180,FALSE
1218,,8,sever,"Empress Howl ""Styx""",437,190,blast,150,FALSE
1219,,7,sever,Empress Axe,630,180,blast,240,FALSE
1220,,8,sever,"Empress Axe ""Blaze""",630,180,blast,150,FALSE
1221,,8,sever,"Empress Axe ""Ruin""",665,190,blast,180,FALSE
1222,,8,sever,"Empress Axe ""Styx""",630,180,blast,150,FALSE
1223,,7,sever,Empress Alma,648,180,blast,240,FALSE
1224,,8,sever,"Empress Alma ""Blaze""",648,180,blast,120,FALSE
1225,,8,sever,"Empress Alma ""Ruin""",684,190,blast,150,FALSE
1226,,8,sever,"Empress Alma ""Styx""",648,180,blast,120,FALSE
1227,,8,sever,Dante's Devil Sword,720,200,blast,210,FALSE
1228,,7,sever,Empress Cane,589,190,thunder,150,FALSE
1229,,8,sever,"Empress Cane ""Blaze""",589,190,blast,120,FALSE
1230,,8,sever,"Empress Cane ""Ruin""",620,200,blast,150,FALSE
1231,,8,sever,"Empress Cane ""Styx""",589,190,blast,120,FALSE
1232,high,7,sever,Gae Bolg,558,180,blast,210,FALSE
1233,high,8,sever,True Gae Bolg,589,190,dragon,240,FALSE
1234,,7,projectile,Empress Shell,247,190,dragon,300,FALSE
1235,,8,projectile,"Empress Shell ""Blaze""",247,190,,0,
1236,,8,projectile,"Empress Shell ""Ruin""",260,200,,0,
1237,,8,projectile,"Empress Shell ""Styx""",247,190,,0,
1238,,7,projectile,Gluttonous Fangcannon,270,180,,0,
1239,,7,projectile,Empress Cannon,285,190,,0,
1240,,8,projectile,"Empress Cannon ""Blaze""",285,190,,0,
1241,,8,projectile,"Empress Cannon ""Ruin""",300,200,,0,
1242,,8,projectile,"Empress Cannon ""Styx""",285,190,,0,
1243,,7,projectile,Empress Arrow,216,180,,0,
1244,,8,projectile,"Empress Arrow ""Blaze""",216,180,blast,90,FALSE
1245,,8,projectile,"Empress Arrow ""Ruin""",228,190,blast,120,FALSE
1246,,8,projectile,"Empress Arrow ""Styx""",216,180,blast,90,FALSE
1247,,7,projectile,"Taroth Assault ""Glutton""",270,180,blast,180,FALSE
1248,,6,projectile,Gold Blast Cannon,210,140,,0,
1249,,6,projectile,Crusher Gold Cannon,240,160,,0,
1250,,6,projectile,Flash Gold Cannon,210,140,,0,
1251,,6,projectile,Glutton Gold Cannon,225,150,,0,
1252,,6,projectile,Horn Gold Cannon,270,180,,0,
1253,,6,projectile,Gold Icewater Cannon,225,150,,0,
1254,,6,projectile,Magma Gold Cannon,270,180,,0,
1255,,6,projectile,Rage Gold Cannon,255,170,,0,
1256,,6,projectile,Spark Gold Cannon,210,140,,0,
1257,,6,projectile,Spew Gold Cannon,225,150,,0,
1258,,6,projectile,Gold Support Cannon,210,140,,0,
1259,,6,projectile,Tar Gold Cannon,225,150,,0,
1260,,7,projectile,"Taroth Assault ""Crusher""",285,190,,0,
1261,,7,projectile,"Taroth Assault ""Flash""",255,170,,0,
1264,,7,projectile,"Taroth Assault ""Horn""",320,213,,0,
1265,,7,projectile,"Taroth Assault ""Magma""",315,210,,0,
1266,,7,projectile,"Taroth Assault ""Rage""",300,200,,0,
1267,,7,projectile,"Taroth Assault ""Spark""",255,170,,0,
1268,,7,projectile,"Taroth Assault ""Spew""",270,180,,0,
1269,,7,projectile,"Taroth Assault ""Tar""",270,180,,0,
1270,,8,projectile,"Taroth Assault ""Blast""",285,190,,0,
1271,,8,projectile,"Taroth Assault ""Icewater""",285,190,,0,
1272,,8,projectile,"Taroth Assault ""Support""",270,180,,0,
1273,,8,projectile,"Taroth Assault ""Pierce""",285,190,,0,
1274,,8,projectile,"Kjarr Assault ""Horn""",330,220,,0,
1275,,8,projectile,"Kjarr Assault ""Ice""",300,200,,0,
1276,,8,projectile,"Kjarr Assault ""Magma""",315,210,,0,
1277,,8,projectile,"Kjarr Assault ""Rage""",300,200,,0,
1278,,8,projectile,"Kjarr Assault ""Spark""",285,190,,0,
1279,,8,projectile,"Kjarr Assault ""Water""",285,190,,0,
1281,,7,projectile,Devil's Madness,299,230,,0,
1282,,8,sever,"Taroth Sword ""Fire""",660,200,,0,
1283,average,8,sever,"Kjarr Sword ""Decay""",677,205,fire,450,TRUE
1284,,7,sever,"Taroth Daggers ""Rage""",294,210,dragon,330,FALSE
1285,,7,sever,"Taroth Daggers ""Spark""",252,180,fire,240,FALSE
1286,,8,sever,"Taroth Daggers ""Ice""",266,190,thunder,150,FALSE
1287,,8,sever,"Taroth Daggers ""Water""",266,190,ice,270,TRUE
1288,,8,sever,"Kjarr Daggers ""Dragon""",252,180,water,270,TRUE
1289,,8,sever,"Kjarr Daggers ""Ice""",252,180,dragon,210,FALSE
1290,,8,sever,"Kjarr Daggers ""Lurk""",224,160,ice,210,FALSE
1291,,8,sever,"Kjarr Daggers ""Magma""",266,190,paralysis,90,FALSE
1292,,8,sever,"Kjarr Daggers ""Rage""",280,200,blast,180,FALSE
1293,,8,sever,"Kjarr Daggers ""Spark""",252,180,fire,210,FALSE
1294,,8,sever,"Kjarr Daggers ""Water""",252,180,thunder,180,FALSE
1295,,8,sever,"Taroth Daggers ""Poison""",266,190,water,210,FALSE
1296,,8,sever,"Taroth Daggers ""Fire""",252,180,poison,330,TRUE
1297,,7,sever,"Taroth Slicer ""Rage""",294,210,fire,180,TRUE
1298,,7,sever,"Taroth Slicer ""Mud""",308,220,fire,240,FALSE
1299,,8,sever,"Taroth Slicer ""Water""",266,190,paralysis,180,TRUE
1300,,8,sever,"Taroth Slicer ""Fire""",252,180,water,420,TRUE
1301,,8,sever,"Kjarr Slicer ""Numb""",252,180,fire,390,TRUE
1302,,8,sever,"Kjarr Slicer ""Blast""",224,160,paralysis,210,FALSE
1303,low,8,sever,"Kjarr Slicer ""Dragon""",238,170,blast,330,FALSE
1304,,8,sever,"Kjarr Slicer ""King""",266,190,dragon,360,FALSE
1305,,8,sever,"Kjarr Slicer ""Myth""",238,170,fire,240,FALSE
